q,100,300,1000,3000,10000
0.1,0.0,0.0,0.0,0.001,0.0
0.2,0.0,0.0,0.003,0.002,0.008
0.3,0.0,0.001,0.006,0.036,0.416
0.4,0.0,0.004,0.024,0.334,0.992
0.6,0.002,0.035,0.598,1.0,1.0
0.8,0.019,0.351,0.989,1.0,1.0
1.0,0.173,0.946,1.0,1.0,1.0
