q,p,exact_width,envelope
0.5,0.04591,0.05518033073293853,0.25
0.5,0.048405,0.05786227520266846,0.25
0.5,0.0509,0.060514385409993834,0.25
0.5,0.053395,0.0631370363379669,0.25
0.5,0.055889999999999995,0.06573059604112466,0.25
0.5,0.058385,0.06829542579858867,0.25
0.5,0.06088,0.07083188026306098,0.25
0.5,0.06337499999999999,0.0733403076058432,0.25
0.5,0.06587,0.07582104965800172,0.25
0.5,0.068365,0.07827444204779628,0.25
0.5,0.07085999999999999,0.08070081433448717,0.25
0.5,0.07335499999999999,0.08310049013863025,0.25
0.5,0.07585,0.08547378726896655,0.25
0.5,0.078345,0.08782101784600889,0.25
0.5,0.08084,0.09014248842242467,0.25
0.5,0.08333499999999999,0.09243850010031054,0.25
0.5,0.08582999999999999,0.09470934864545125,0.25
0.5,0.088325,0.09695532459865226,0.25
0.5,0.09082,0.0991767133842319,0.25
0.5,0.093315,0.10137379541575701,0.25
0.5,0.09580999999999999,0.1035468461991023,0.25
0.5,0.09830499999999999,0.1056961364329112,0.25
0.5,0.1008,0.10782193210653378,0.25
0.5,0.103295,0.10992449459551448,0.25
0.5,0.10579,0.11200408075469986,0.25
0.5,0.10828499999999999,0.11406094300903441,0.25
0.5,0.11077999999999999,0.11609532944211091,0.25
0.5,0.11327499999999999,0.11810748388253789,0.25
0.5,0.11577,0.12009764598818694,0.25
0.5,0.118265,0.12206605132837886,0.25
0.5,0.12075999999999999,0.12401293146406683,0.25
0.5,0.12325499999999999,0.12593851402607162,0.25
0.5,0.12574999999999997,0.12784302279142415,0.25
0.5,0.128245,0.12972667775786675,0.25
0.5,0.13074,0.13158969521656413,0.25
0.5,0.133235,0.13343228782307343,0.25
0.5,0.13573,0.13525466466662048,0.25
0.5,0.138225,0.13705703133772862,0.25
0.5,0.14071999999999998,0.13883958999424453,0.25
0.5,0.14321499999999998,0.14060253942580445,0.25
0.5,0.14570999999999998,0.1423460751167826,0.25
0.5,0.148205,0.14407038930776223,0.25
0.5,0.1507,0.14577567105556877,0.25
0.5,0.153195,0.14746210629190395,0.25
0.5,0.15569,0.14912987788061627,0.25
0.5,0.158185,0.1507791656736448,0.25
0.5,0.16068,0.1524101465656714,0.25
0.5,0.163175,0.15402299454751392,0.25
0.5,0.16566999999999998,0.15561788075829378,0.25
0.5,0.16816499999999998,0.15719497353640974,0.25
0.5,0.17065999999999998,0.1587544384693482,0.25
0.5,0.17315499999999998,0.16029643844236013,0.25
0.5,0.17565,0.16182113368603393,0.25
0.5,0.178145,0.16332868182279123,0.25
