gamma,candidate_lower,baseline_upper,improvement_certificate
1.73,0.5321981424148606,0.46780185758513937,0.06439628482972126
1.74,0.5314814814814814,0.46851851851851856,0.06296296296296289
1.75,0.5307692307692308,0.4692307692307693,0.061538461538461486
1.76,0.5300613496932515,0.4699386503067485,0.060122699386503
1.77,0.5293577981651376,0.47064220183486244,0.05871559633027518
1.78,0.5286585365853658,0.4713414634146342,0.05731707317073159
1.79,0.5279635258358663,0.47203647416413375,0.05592705167173251
1.8,0.5272727272727272,0.4727272727272728,0.05454545454545445
1.81,0.5265861027190332,0.4734138972809668,0.05317220543806639
1.82,0.5259036144578313,0.4740963855421687,0.051807228915662584
1.83,0.5252252252252252,0.4747747747747748,0.05045045045045038
1.8399999999999999,0.5245508982035928,0.4754491017964072,0.049101796407185594
1.85,0.5238805970149254,0.47611940298507466,0.04776119402985074
1.8599999999999999,0.5232142857142857,0.4767857142857143,0.04642857142857143
1.87,0.5225519287833827,0.47744807121661725,0.04510385756676549
1.88,0.5218934911242603,0.4781065088757397,0.04378698224852062
1.8900000000000001,0.5212389380530973,0.4787610619469027,0.04247787610619458
1.9,0.5205882352941177,0.47941176470588237,0.041176470588235314
1.9100000000000001,0.519941348973607,0.480058651026393,0.039882697947213996
1.92,0.5192982456140351,0.48070175438596496,0.038596491228070184
1.9300000000000002,0.5186588921282799,0.48134110787172013,0.03731778425655974
1.94,0.5180232558139535,0.4819767441860466,0.036046511627906896
1.9500000000000002,0.517391304347826,0.48260869565217396,0.03478260869565203
1.96,0.5167630057803468,0.4832369942196532,0.033526011560693625
1.97,0.5161383285302594,0.4838616714697407,0.03227665706051874
1.98,0.5155172413793103,0.4844827586206897,0.03103448275862064
1.99,0.5148997134670488,0.48510028653295134,0.02979942693409743
2.0,0.5142857142857142,0.48571428571428577,0.02857142857142847
2.01,0.5136752136752136,0.4863247863247863,0.02735042735042731
2.02,0.5130681818181818,0.48693181818181824,0.02613636363636357
2.0300000000000002,0.5124645892351274,0.48753541076487256,0.02492917847025483
2.04,0.5118644067796609,0.488135593220339,0.023728813559321937
2.05,0.5112676056338028,0.4887323943661972,0.022535211267605604
2.06,0.5106741573033708,0.48932584269662927,0.02134831460674158
2.0700000000000003,0.5100840336134453,0.48991596638655466,0.020168067226890685
2.08,0.5094972067039106,0.4905027932960894,0.01899441340782121
2.09,0.5089136490250696,0.49108635097493036,0.017827298050139273
2.1,0.5083333333333333,0.4916666666666667,0.016666666666666607
2.1100000000000003,0.5077562326869806,0.49224376731301944,0.015512465373961115
2.12,0.507182320441989,0.4928176795580111,0.014364640883977875
2.13,0.5066115702479339,0.49338842975206615,0.013223140495867758
2.14,0.506043956043956,0.49395604395604403,0.01208791208791199
2.1500000000000004,0.5054794520547945,0.4945205479452055,0.010958904109588996
2.16,0.5049180327868852,0.4950819672131148,0.00983606557377037
2.17,0.5043596730245231,0.49564032697547683,0.008719346049046284
2.1799999999999997,0.503804347826087,0.49619565217391304,0.007608695652173925
2.19,0.5032520325203251,0.4967479674796748,0.00650406504065032
2.2,0.5027027027027027,0.4972972972972973,0.00540540540540535
2.21,0.502156334231806,0.4978436657681941,0.004312668463611835
2.2199999999999998,0.5016129032258064,0.4983870967741935,0.0032258064516129115
2.23,0.5010723860589812,0.4989276139410188,0.002144772117962379
2.24,0.5005347593582887,0.49946524064171127,0.0010695187165774556
2.25,0.5,0.5,0.0
2.26,0.49946808510638296,0.5005319148936169,-0.0010638297872339608
2.27,0.4989389920424403,0.5010610079575597,-0.002122015915119402
